20943,54101,jian3
20234,54089,yi1
22971,54063,qi1/qi4
40065,54054,lu3
37326,54039,ye3
37322,53895,shi4
20142,53857,liang4
39039,53807,dun4
24405,53728,lu4
19969,53712,ding1
31227,53473,yi2
21361,53253,wei1
31246,53152,shui4
24231,53009,zuo4
20248,52905,you1
28872,52884,lie4
21345,52783,ka3/qia3
20029,52779,li2/li4
36951,52727,yi2
30011,52668,hua4
23627,52659,wu1
24744,52647,nin2
40060,52639,yu2
24930,52578,man4
38706,52572,lu4/lou4
21834,52386,a1/a2/a3/a4/a
31471,52361,duan1
24466,52093,tu2
22351,52078,huai4
26434,52005,za2
28176,51895,jian1/jian4
34255,51821,cang2/zang4
21387,51742,ya1/ya4
36156,51704,zei2
28201,51559,wen1
21375,51451,qing1
24110,51368,bang1
26494,51334,song1
25442,51279,huan4
20399,51276,hou2
25239,51244,kang4
21320,51150,wu3
37089,51038,jun4
27915,51025,yang2
24109,50885,xi2
33402,50872,yi4
31105,50805,jin1/jin4
36214,50703,gan3
29275,50661,niu2
30003,50584,shen1
20185,50563,xian1
35823,50515,wu4
38047,50423,zhong1
22359,50208,kuai1/kuai4
39277,49944,fan4
36814,49867,ying2
36135,49457,huo4
34917,49352,bu3
21338,49319,bo2
26234,49239,zhi4
20161,49221,ren2
27454,49215,kuan3
27605,49213,bi4
24310,48982,yan2
38544,48879,yin3
31169,48846,si1
35895,48828,gu3/yu4
38468,48728,fu4
39569,48649,qi2
37073,48343,zheng4
27583,48337,dian4
21494,48330,ye4
34382,48257,hu3
36733,48191,zai3/zai4
33322,48017,hang2
25511,48009,kong4
21009,47865,xing2
33635,47844,rong2
22830,47809,yang1
27010,47756,gai4
24196,47721,zhuang1
23707,47698,dao3
33073,47612,tuo1
20171,47540,jie4
30422,47500,gai4/ge3
24207,47413,xu4
31206,47345,qin2
24237,47325,ting2
35789,47104,ci2
30561,46947,shui4
21484,46795,shao4/zhao4
24594,46679,nu4
26538,46675,qiang1
36305,46650,pao3
34385,46637,lu:4/lv4
38752,46625,kao4
21619,46610,wei4
29486,46573,xian4
26354,46560,qu1/qu3
31508,46539,bi3
38634,46403,xue3
20221,46203,fen4
20202,46143,yi2
22256,46131,kun3/kun4
24198,46048,qing4
26049,46023,pang2
20114,45968,hu4
28781,45873,mie4
26753,45763,liang2
22253,45756,yuan2
35780,45754,ping2
30701,45711,duan3
24029,45697,chuan1
32534,45649,bian1
25506,45646,tan4
27468,45569,ge1/ge1ge
20056,45556,cheng2
33945,45544,meng1/meng2/meng3
39740,45376,gui3
27431,45348,ou1
27931,45347,luo4
28895,45242,yan1
23562,45175,zun1
20241,45003,xiu1
26379,44970,peng2
20856,44962,dian3
26550,44939,jia4
29369,44930,you2
24464,44899,xu2
31192,44814,mi4
36867,44794,tao2
26680,44665,he2
38596,44657,xiong2
29256,44650,ban3
21202,44212,le4/lei1
27901,44198,ze2
25481,44187,diao4
39759,44145,wei4
20992,44130,dao1
32570,44126,que1
22343,44038,jun1
25671,43937,yao2
21917,43847,he1/he4
25964,43812,jing4
21334,43761,mai4
25439,43758,sun3
21330,43756,cu4/zu2
25324,43747,kuo4
22495,43742,yu4
36801,43736,qian1
27979,43677,ce4
34394,43376,xu1
36880,43292,zhu2
27627,43239,hao2
36991,43006,bi4
20511,42815,jie4
36766,42782,ci2
29273,42672,ya2
39069,42644,e2
23736,42605,an4
36176,42587,ci4
20104,42392,yu2/yu3
33293,42322,she3/she4
27934,42160,dong4
25196,42138,yang2
28286,41974,wan1
39302,41850,guan3
33328,41838,jian4
40723,41816,gu3
30427,41698,cheng2/sheng4
24040,41513,ju4
26495,41389,ban3
26448,41322,cai2
40092,41276,xian1/xian3
36755,41269,shu1
36941,41188,bian4
32905,41125,rou4
